13,2,2,12,13,14,13,12,13,14,13,3,4,22,23,24,2,4,5,6
13,12,12,22,23,2,4,22,23,24,13,5,6,6,15,12,22,24,23,24
13,12,12,14,7,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13
13,12,22,25,25,12,14,6,25,25,7,13,14,25,25,22,23,23,25,25
13,12,14,25,25,22,24,13,25,25,23,23,24,25,25,14,13,5,25,25
13,12,14,25,25,22,24,3,25,25,23,24,14,25,25,14,13,15,25,25
13,22,2,25,25,12,13,13,25,25,22,23,24,25,25,24,1,13,25,25
13,13,12,25,25,22,2,4,25,25,6,7,1,25,25,5,6,7,25,25
13,13,3,3,4,3,5,6,6,6,7,15,11,13,22,23,11,24,22,23
13,6,7,2,3,4,15,2,3,4,15,15,21,2,3,4,21,2,3,4
13,13,2,12,13,14,13,12,13,14,13,3,4,22,23,24,2,4,5,6
13,13,12,22,23,2,4,22,23,24,13,5,6,6,15,12,22,24,23,24
13,13,22,23,23,12,14,6,6,6,7,13,14,2,3,22,23,23,15,15
13,13,6,7,13,22,24,1,22,23,23,23,24,12,13,13,12,5,6,7
13,13,12,22,23,24,15,11,13,2,4,15,15,22,23,23,12,13,14,5
13,13,22,23,24,14,13,21,13,22,24,15,15,13,14,13,22,23,24,13
13,13,13,13,22,24,2,3,4,13,22,23,23,23,24,13,15,5,6,7
13,13,13,13,13,13,12,13,14,13,13,13,13,13,13,13,13,13,13,13
13,13,13,13,13,13,12,13,14,13,2,4,5,6,7,13,2,3,3,4
13,13,2,3,4,12,22,2,3,4,65,24,1,24,5,6,7,13,13,14
13,13,12,13,14,22,23,12,2,3,54,4,11,2,3,4,15,13,13,14
13,13,22,2,3,3,4,22,12,13,54,24,21,12,13,14,12,13,13,14
13,13,15,12,13,5,6,7,22,23,54,3,4,22,23,24,22,13,13,2
13,13,13,22,23,23,24,2,3,4,54,15,5,6,7,4,13,13,13,12
13,2,3,3,4,2,4,13,2,3,54,3,4,12,13,14,3,13,13,22
13,12,14,1,14,22,24,65,45,45,54,45,45,45,45,45,45,55,13,13
13,22,2,11,4,12,13,54,13,13,54,23,24,22,23,24,1,2,3,4
13,13,12,21,14,22,2,54,23,5,54,7,1,13,12,5,6,12,13,14
13,13,22,23,24,13,22,54,13,13,54,15,11,13,22,23,11,22,23,24
13,6,7,2,3,4,15,54,3,4,64,15,21,2,3,4,21,5,6,7
13,2,2,12,13,14,13,54,13,14,13,3,4,22,23,24,2,4,6,6
13,12,12,22,23,2,4,54,23,24,13,5,6,6,15,12,22,24,13,13
13,12,12,14,7,12,14,64,13,12,13,13,14,13,13,12,13,14,13,13
13,12,22,24,13,12,14,6,6,6,7,13,14,2,3,22,23,23,15,15
13,12,14,13,13,22,24,13,12,22,23,23,24,12,13,14,13,5,6,7
13,12,14,1,14,22,65,3,22,23,23,24,14,12,13,14,13,15,14,13
13,22,2,11,4,12,54,13,13,13,22,23,24,22,23,24,1,13,2,3
13,13,12,21,14,22,54,4,23,5,6,7,1,13,12,5,6,7,12,13
13,13,22,23,24,13,54,24,13,13,13,15,11,13,22,23,11,24,22,23
13,6,7,44,45,45,45,45,45,45,45,45,55,2,3,4,21,2,3,4
13,13,2,12,13,14,54,12,13,14,13,3,4,22,23,24,2,4,5,6
13,13,12,22,23,2,64,22,23,24,13,5,6,6,15,12,22,24,23,24
13,13,22,23,23,12,14,6,6,6,7,13,14,2,3,22,23,23,15,15
13,13,6,7,13,22,24,1,22,23,23,23,24,12,13,14,65,65,6,7
13,13,12,22,23,24,15,11,13,2,4,15,15,22,23,24,54,54,14,5
13,13,22,23,24,14,13,21,13,22,24,15,15,13,14,2,54,54,24,13
7,23,24,12,14,1,14,22,24,3,22,23,23,23,24,12,54,54,13,15
15,12,13,22,2,11,4,12,13,13,13,13,22,23,24,22,54,54,1,13
13,13,13,13,13,13,11,11,15,15,2,3,13,13,13,13,54,54,14,13
13,13,13,13,12,21,14,11,2,4,12,13,13,13,2,3,54,54,14,13
2,3,4,12,22,2,3,4,22,24,1,24,5,6,7,13,54,54,14,6
12,13,14,22,23,12,2,3,3,4,11,2,3,4,15,15,54,54,7,13
22,2,3,3,4,22,12,13,23,24,21,12,13,14,12,15,54,54,13,13
15,12,13,5,6,7,22,23,2,3,4,22,23,24,22,23,54,54,3,4
13,22,23,23,24,2,3,4,15,15,5,6,7,4,13,13,54,54,13,14
3,3,4,2,4,13,2,3,3,3,4,12,13,14,3,3,54,54,23,24
14,1,14,22,24,3,22,23,23,23,24,12,13,14,13,15,64,64,13,13
2,11,4,12,13,13,13,13,22,23,24,22,23,24,1,13,2,3,4,13
12,21,14,22,2,4,23,5,6,7,1,13,12,5,6,7,12,13,14,5
22,23,24,13,22,24,13,13,13,15,11,13,22,23,11,24,22,23,24,13
7,2,3,4,15,2,3,4,15,15,21,2,3,4,21,2,3,4,13,2
2,12,13,14,13,12,13,14,13,3,4,22,23,24,2,4,5,6,6,7
12,22,23,2,4,22,23,24,13,5,6,6,15,13,22,24,23,24,13,15
22,23,23,22,24,6,6,6,7,14,14,13,13,2,3,3,3,3,4,13
13,13,13,13,13,13,13,12,13,14,14,13,13,12,13,13,13,13,14,13
1,2,4,13,2,3,4,22,23,2,3,4,15,1,13,5,6,7,3,3
21,22,24,13,12,13,14,22,23,12,2,3,4,11,13,15,15,15,13,13
13,2,3,3,22,2,3,3,4,22,12,13,14,21,2,3,4,22,23,23
15,15,15,13,15,12,13,5,6,7,22,23,24,15,12,13,14,7,13,13
5,6,7,13,13,22,23,23,24,2,3,4,15,15,22,23,24,15,2,3
24,13,13,23,23,24,3,4,2,3,4,14,3,4,15,13,13,13,12,13
2,4,15,13,12,13,13,14,12,13,14,24,13,14,13,2,3,4,12,15
22,24,15,13,22,23,1,24,22,23,24,15,23,24,13,22,23,24,12,15
14,13,13,13,3,4,11,2,3,4,15,2,4,15,13,13,13,13,22,23
2,3,4,13,23,24,21,12,13,2,4,22,24,15,13,5,6,7,2,3
22,23,24,13,2,3,4,22,23,12,14,15,5,6,7,5,6,7,12,13
13,13,13,13,22,23,24,13,13,22,24,13,12,13,13,14,13,13,12,15
3,4,13,2,3,4,14,5,6,7,13,13,12,2,4,14,13,13,22,23
13,14,13,12,1,14,14,12,13,15,15,13,12,22,24,3,4,15,13,13
23,24,13,12,11,14,14,11,2,4,15,13,22,23,2,3,3,4,13,13
2,3,4,12,21,2,3,4,22,24,1,24,5,6,7,13,13,14,15,13
12,13,14,22,23,12,2,3,3,4,11,2,3,4,15,15,5,6,7,13
22,2,3,3,4,22,12,13,23,24,21,12,13,14,12,15,13,14,13,13
15,12,13,5,6,7,22,23,2,3,4,22,23,24,22,23,23,2,3,4
13,22,23,23,24,2,3,4,15,15,5,6,7,4,13,13,15,12,13,14
3,3,4,2,4,13,2,3,3,3,4,12,13,14,3,3,12,22,23,24
14,1,14,22,24,3,22,23,23,23,24,12,13,14,13,15,12,13,13,12
2,11,4,12,13,13,13,13,22,23,24,12,23,24,1,13,2,3,4,13
12,21,14,22,2,4,23,5,6,7,1,12,12,5,6,7,12,13,14,5
22,23,24,13,22,24,13,13,13,15,11,12,22,23,11,24,22,23,24,13
